Input,Output
Brc1ccc2[nH]c3ccc(Br)cc3c2c1.CC(C)(C)OC(=O)N1CCN(CC2CO2)CC1>[H-].[Na+],CC(C)(C)OC(=O)N1CCN(CC(O)Cn2c3ccc(Br)cc3c3cc(Br)ccc32)CC1
C=C(C=O)c1ccccc1.[C-]#[N+]CC(=O)OC>,C=C(c1ccccc1)C1OC=NC1C(=O)OC
C=CCCN.COc1ccc2c(Cl)nc(C#N)c(-c3cccc(F)c3)c2c1>CC(C)O,C=CCCNc1nc(C#N)c(-c2cccc(F)c2)c2cc(OC)ccc12
C#CCOc1cc(Cl)ncn1.Oc1cccc(C(F)(F)F)c1>CN(C)C=O.O=C([O-])[O-].[Cl-].[K+].[K+].[NH4+],C#CCOc1cc(Oc2cccc(C(F)(F)F)c2)ncn1
CC(C)(C)OC(=O)N1CCC(S(=O)(=O)c2ccc(Cl)c(Cl)c2)CC1>CO.Cl.O=C([O-])[O-].[Na+].[Na+],O=S(=O)(c1ccc(Cl)c(Cl)c1)C1CCNCC1
CC(n1nccn1)C1(c2ccc(F)cc2F)CO1.c1nc[nH]n1>CCOC(C)=O.CN(C)C=O.O.[H-].[Na+],CC(n1nccn1)C(O)(Cn1cncn1)c1ccc(F)cc1F
COC(=O)c1c([N+](=O)[O-])ccc(F)c1C.CS(=O)(=O)CCO>CN(C)C=O.[H-].[Na+],COC(=O)c1c([N+](=O)[O-])ccc(O)c1C
CCOC(=O)C(CO)(CO)C(=O)OCC.COC(C)(C)OC>CC(C)=O.O=C([O-])[O-].O=S(=O)(O)O.[Na+].[Na+],CCOC(=O)C1(C(=O)OCC)COC(C)(C)OC1
CCOC(=O)CCc1cc(O)nn1-c1ccccc1.Cc1oc(-c2ccccc2)nc1COc1ccc(CCl)cc1>CN(C)C=O.O.O=C([O-])[O-].[K+].[K+],CCOC(=O)CCc1cc(OCc2ccc(OCc3nc(-c4ccccc4)oc3C)cc2)nn1-c1ccccc1
CC(C)(C)OC(=O)N1CCc2cc(-n3c(=O)[nH]c4cccnc43)ccc21.CC(C)I>CN(C)C=O.O,CC(C)n1c(=O)n(-c2ccc3c(c2)CCN3C(=O)OC(C)(C)C)c2ncccc21
CCOC(=O)c1cc(C)c(OC)c(C)c1>Cl.[Na+].[OH-],COc1c(C)cc(C(=O)O)cc1C
CC(C)c1ccc(CC#N)cc1.CCO.Cl>,CC(C)c1ccc(CC(=N)O)cc1
COc1ccccc1CC(=O)Nc1cc(-c2ccncc2)cc2nc(-c3ccccc3)nn12>C1CCOC1.CO.C[Si](C)(C)Cl,COc1ccccc1CCNc1cc(-c2ccncc2)cc2nc(-c3ccccc3)nn12
CCOC(=O)c1cn(C(C)C)nc1O.O=C1CCC(=O)N1Br>ClCCl,CCOC(=O)c1c(O)nn(C(C)C)c1Br
CCCOc1ccc(CN2CCC(C(O)(c3ccc(OC(F)(F)F)cc3)c3ccc(OC(F)(F)F)cc3)CC2)cc1.CCN(CC)S(F)(F)F>ClCCl,CCCOc1ccc(CN2CCC(C(F)(c3ccc(OC(F)(F)F)cc3)c3ccc(OC(F)(F)F)cc3)CC2)cc1
BrCc1ccc2ccccc2c1.NC(N)=S>CCO.Cl.O.[K+].[OH-],SCc1ccc2ccccc2c1
CC(N)c1ccc(F)cc1.Clc1cc(OCC2CC2)cc(Cl)n1>CC(=O)[O-].CC(=O)[O-].CC(C)(C)P(c1ccccc1-c1ccccc1)C(C)(C)C.CC(C)(C)[O-].CCOC(C)=O.Cc1ccccc1.[Na+].[Pd+2],CC(Nc1cc(OCC2CC2)cc(Cl)n1)c1ccc(F)cc1
CC(Oc1c(N)ncc2c(C3=CCNCC3)coc12)c1c(Cl)ccc(F)c1Cl.O=C=Nc1ccccc1>CCN(C(C)C)C(C)C.CN(C)C=O,CC(Oc1c(N)ncc2c(C3=CCN(C(=O)Nc4ccccc4)CC3)coc12)c1c(Cl)ccc(F)c1Cl
CC(C)(C#N)c1cc(Br)cc(-c2ccnc3[nH]ncc23)c1.OB(O)c1ccccc1>CCOC(C)=O.COCCOC.O.O=C([O-])[O-].[Na+].[Na+].c1ccc(P(c2ccccc2)(c2ccccc2)[Pd](P(c2ccccc2)(c2ccccc2)c2ccccc2)(P(c2ccccc2)(c2ccccc2)c2ccccc2)P(c2ccccc2)(c2ccccc2)c2ccccc2)cc1,CC(C)(C#N)c1cc(-c2ccccc2)cc(-c2ccnc3[nH]ncc23)c1
CN1C(=O)c2c(ncn2Cc2ccccc2)N2C1=NC1CCCC12>CCO,CN1C(=O)c2[nH]cnc2N2C1=NC1CCCC12
CC(C)(C)OC(=O)N1CC(C(=O)O)C1.Nc1cnn2ccc(N3CCCC3c3cc(F)ccc3Cl)nc12>CC#N.CCN(C(C)C)C(C)C.CN(C)C(On1nnc2cccnc21)=[N+](C)C.F[P-](F)(F)(F)(F)F,CC(C)(C)OC(=O)N1CC(C(=O)Nc2cnn3ccc(N4CCCC4c4cc(F)ccc4Cl)nc23)C1
COc1ccc(OC(F)(F)F)cc1C(=O)O.ClCCl>CN(C)C=O.O=C(Cl)C(=O)Cl,COc1ccc(OC(F)(F)F)cc1C(=O)Cl
CCC(=O)Nc1sc(CC)cc1C(=O)c1ccccc1Cl>CCO.ClC(Cl)Cl.O.[K+].[OH-],CCc1cc(C(=O)c2ccccc2Cl)c(NC)s1
C=C(C)C(=O)N=C=O.O=C(c1ccccc1)c1ccc(O)cc1>ClC(Cl)Cl.ClCCCl,C=C(C)C(=O)NC(=O)Oc1ccc(C(=O)c2ccccc2)cc1
Cc1cnc2sc(-c3ccccc3[N+](=O)[O-])nc2c1.O=C1CCC(=O)N1Br>ClC(Cl)(Cl)Cl.O=C(OOC(=O)c1ccccc1)c1ccccc1,O=[N+]([O-])c1ccccc1-c1nc2cc(CBr)cnc2s1
CC(C)(C)OC(=O)N1CC=C(B2OC(C)(C)C(C)(C)O2)CC1.Cc1cc(Br)c(Cl)cc1N>CN(C)C=O.O.O=C([O-])[O-].[Na+].[Na+].[Pd].c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1ccc(P(c2ccccc2)c2ccccc2)cc1,Cc1cc(C2=CCN(C(=O)OC(C)(C)C)CC2)c(Cl)cc1N
COC(=O)C1=Cc2cc(C(=O)c3ccc(Cl)cc3Cl)c(O)cc21.Cl[Al](Cl)Cl>COC(=O)C1=Cc2ccc(OC)cc21,O=C(Cl)c1ccc(Cl)cc1Cl
C1CNCCN1.CCS(=O)(=O)c1nc(C#N)c(Cl)c(N2CCS(=O)(=O)CC2)n1>C1COCCO1,N#Cc1nc(N2CCNCC2)nc(N2CCS(=O)(=O)CC2)c1Cl
CC(C)(C)[SiH2]OC(C)(C)c1cc(C(F)(F)F)ccc1C(=O)C1CCCCC1>CC(C)O.[K+].[OH-].c1ccc(P(c2ccccc2)c2ccccc2CNC2CCCCC2NCc2ccccc2P(c2ccccc2)c2ccccc2)cc1,CC(C)(C)[SiH2]OC(C)(C)c1cc(C(F)(F)F)ccc1C(O)C1CCCCC1
O=C([O-])[O-].O=[N+]([O-])c1cc(I)ccc1O>CC(C)=O.[K+].[K+],COc1ccc(I)cc1[N+](=O)[O-]
CC(Oc1ccc(Cl)cc1Cl)c1nnc(N)s1.O=C(Cl)Cl>CCOC(C)=O,CC(Oc1ccc(Cl)cc1Cl)c1nnc(N=C=O)s1
CC(NC(=O)C(O)C(CCCCNC(=O)N1CCOCC1)NC(=O)OC(C)(C)C)c1ccccc1.Cl>CCOC(C)=O,CC(NC(=O)C(O)C(N)CCCCNC(=O)N1CCOCC1)c1ccccc1
COc1ccc2nccc(-n3cc(C(=O)Cl)c4ccccc43)c2c1.N=C(N)N>C1CCOC1.CC(C)OC(C)C.CO.C[O-].Cl.Cl.ClCCl.[Na+],COc1ccc2nccc(-n3cc(C(=O)NC(=N)N)c4ccccc43)c2c1.Cl
CC(C)(OC(=O)OCc1ccc([N+](=O)[O-])cc1)C1C(=O)NC1CC(=O)O.O=C([O-])CC(=O)OCc1ccc([N+](=O)[O-])cc1>C1CCOC1.CC(C)OC(C)C.ClC(Cl)Cl.[Mg],CC(C)(OC(=O)OCc1ccc([N+](=O)[O-])cc1)C1C(=O)NC1CC(=O)CC(=O)OCc1ccc([N+](=O)[O-])cc1
CCOC(=O)c1ccsc1C(F)F>C1CCOC1.CCO.[Na+].[OH-],O=C(O)c1ccsc1C(F)F
COc1ccc(CCl)cc1.Cc1cc2c(=O)[nH]ccc2cc1F>CN(C)C=O.O.O=C([O-])[O-].[Cs+].[Cs+],COc1ccc(Cn2ccc3cc(F)c(C)cc3c2=O)cc1
CCI.COc1ccc(-c2cc(=O)n(C)c(=O)[nH]2)cc1OC>CN(C)C=O.O.[H-].[Na+],CCOc1nc(-c2ccc(OC)c(OC)c2)cc(=O)n1C
CC(C)Cn1c(=O)n(C)c(=O)c2c(SC(C)C)c(CCl)sc21.c1ccc2[nH]cnc2c1>CN(C)C=O.O.[H-].[Na+],CC(C)Cn1c(=O)n(C)c(=O)c2c(SC(C)C)c(Cn3cnc4ccccc43)sc21
CN(C)C1CCc2ccccc2C(O)C1.O=[N+]([O-])c1ccccc1Cl>CS(C)=O.[OH-],CN(C)C1CCc2ccccc2C(Oc2ccccc2[N+](=O)[O-])C1
NCCC#Cc1cccc(CF)n1.O=S(=O)(Cl)c1ccccc1Cl>,O=S(=O)(NCCC#Cc1cccc(CF)n1)c1ccccc1Cl
COC(=O)C1CCC(=O)N1C(=O)OC(C)(C)C.COc1cc(Br)ccc1OCc1ccccc1F>C1CCOC1.CC(C)O.CCOCC.COc1ccccc1OCc1ccccc1F.[Mg],COC(=O)C(CCC(=O)c1ccc(OCc2ccccc2F)c(OC)c1)NC(=O)OC(C)(C)C
COc1cc2c(cc1[N+](=O)[O-])CCN(C(=O)C(F)(F)F)CC2>CC#N.[Na+].[OH-],COc1cc2c(cc1[N+](=O)[O-])CCNCC2
CN1Cc2cccc(Cl)c2S1(=O)=O.SCc1ccccc1>CC(C)(C)[O-].CN(C)C=O.O.[K+],CN1Cc2cccc(SCc3ccccc3)c2S1(=O)=O
Clc1nnnn1-c1ccccc1.N#Cc1ccc(N)c(C(F)(F)F)c1>C1CCOC1.O.[H-].[H][H].[Na+],N#Cc1ccc(Nc2nnnn2-c2ccccc2)c(C(F)(F)F)c1
Nc1ccc(O)cc1.O=C(O)CS>Cl.O=C=O,O=C(CS)Nc1ccc(O)cc1
CCOC(=O)CCCOc1cccc(O)c1.CS(=O)(=O)OCCn1nc(C(c2ccccc2)c2ccccc2)ccc1=O>CCOC(C)=O.CN(C)C=O.O=C([O-])[O-].[I-].[K+].[K+].[Na+],CCOC(=O)CCCOc1cccc(OCCn2nc(C(c3ccccc3)c3ccccc3)ccc2=O)c1
CC(=O)N1CCC(CCC(=O)O)CC1.O=C1CCc2cccc3c2N1CCC3>,CC(=O)N1CCC(CCC(=O)c2cc3c4c(c2)CCC(=O)N4CCC3)CC1
COCCN(C)c1ccc(N)cn1.O=C(O)c1nc(C2CCCCC2)oc1C(F)(F)F>,COCCN(C)c1ccc(NC(=O)c2nc(C3CCCCC3)oc2C(F)(F)F)cn1
COC(=O)NC1CCC(n2nnc3cnc4c(ccn4S(=O)(=O)c4ccccc4)c32)C1>C1CCOC1.CO.Cl.[Na+].[OH-],COC(=O)NC1CCC(n2nnc3cnc4[nH]ccc4c32)C1
CC(=O)Cl.CC(=O)N1CCc2ccccc21>ClCCCl.O.[Al+3].[BH4-].[Cl-].[Cl-].[Cl-].[Na+],CC(=O)N1CCc2cc(C(C)O)ccc21
Cc1ncnc(Nc2ccc(C(=O)C=CC3CCN(Cc4ccccc4)CC3)cc2)c1C>C1COCCO1.CCO.O=[Pt].[H][H],Cc1ncnc(Nc2ccc(C(=O)CCC3CCN(Cc4ccccc4)CC3)cc2)c1C
Cc1ccc(B(O)O)cc1.O=[N+]([O-])c1ccc(-n2nnnc2-c2ccccc2Br)cc1>CO.Cc1ccccc1.O.O=C([O-])[O-].[Na+].[Na+].c1ccc(P(c2ccccc2)(c2ccccc2)[Pd](P(c2ccccc2)(c2ccccc2)c2ccccc2)(P(c2ccccc2)(c2ccccc2)c2ccccc2)P(c2ccccc2)(c2ccccc2)c2ccccc2)cc1,Cc1ccc(-c2ccccc2-c2nnnn2-c2ccc([N+](=O)[O-])cc2)cc1
Cn1c(C=O)cnc1[N+](=O)[O-]>CC(C)=O.CCO.Cl.[BH4-].[Na+],Cn1c(CO)cnc1[N+](=O)[O-]
COc1cc(CCN)ccc1OCc1ccccc1.ClCC[NH+](CCCl)CCCc1ccccc1>CCOC(C)=O.CN(C)C=O.Cl.O.O=C([O-])[O-].[Cl-].[I-].[K+].[K+].[Na+],COc1cc(CCN2CCN(CCCc3ccccc3)CC2)ccc1OCc1ccccc1
CCC(Oc1cc2cc(C3CCCCC3)sc2c(Cl)c1Cl)C(=O)[O-]>CCO.[Na+].[OH-],O=C(O)COc1cc2cc(C3CCCCC3)sc2c(Cl)c1Cl
COc1cc(Cl)cc(Cl)c1S(=O)(=O)NC(Cc1c[nH]c2ccccc12)C(F)(F)F>BrB(Br)Br.ClCCl,O=S(=O)(NC(Cc1c[nH]c2ccccc12)C(F)(F)F)c1c(O)cc(Cl)cc1Cl
CCC(CC)Nc1cc(C(=O)OC)c(C(F)(F)F)cc1C#N.O=C([O-])[O-]>CS(C)=O.OO.[K+].[K+],CCC(CC)Nc1cc(C(=O)OC)c(C(F)(F)F)cc1C(N)=O
CCOC(=O)c1c[nH]c2c(Cl)nc(C)cc2c1=O.O=C([O-])[O-]>CI.CN(C)C=O.O.[K+].[K+],CCOC(=O)c1cn(C)c2c(Cl)nc(C)cc2c1=O
CC1(C)OCC(=O)Nc2ccc(Br)cc21.N#Cc1cc(Br)co1>,CC1(C)OCC(=O)Nc2ccc(-c3coc(C#N)c3)cc21
CCC(C#N)(CC)O[PH](=O)[O-].COc1cccc(C=O)c1>C1CCOC1.[H-].[Na+],COc1cccc(C=CC#N)c1
C1CCNC1.COc1cccc(C2=C(CC(C)=O)C(=O)NCCC2)c1>Cc1ccc(S(=O)(=O)O)cc1.O.O.c1ccccc1,COc1cccc(C2=C(CC(C)N3CCCC3)C(=O)NCCC2)c1
CN(C)Cc1cc(OCCCN)cs1.COc1c(N)c(=O)c1=O>,CN(C)Cc1cc(OCCCNc2c(N)c(=O)c2=O)cs1
C=Cc1ccc(CNC(=O)c2[nH]c(C)nc2Cl)c(F)c1Oc1cc(Cl)cc(C#N)c1.CCOCC>CC(=O)[CH-]C(C)=O.[Pd+2],Cc1nc(Cl)c(C(=O)NCc2ccc(C3CC3)c(Oc3cc(Cl)cc(C#N)c3)c2F)[nH]1
COc1cc(Br)cc(C(=O)O)c1>C1CCOC1.[Al+3].[H-].[H-].[H-].[H-].[Li+],COc1cc(Br)cc(CO)c1
CSc1sc(C(C)=O)cc1C#N.O=C(OO)c1cccc(Cl)c1>ClCCl.O.O=C([O-])O.[Na+],CC(=O)c1cc(C#N)c(S(C)=O)s1
CCOC(=O)c1cn[nH]c1C>CCO.[Na+].[OH-],Cc1[nH]ncc1C(=O)O
Cc1ccc(C)c(N)c1.FC(F)(F)c1cc(Cl)nc(-c2cccnc2)n1>,Cc1ccc(C)c(Nc2cc(C(F)(F)F)nc(-c3cccnc3)n2)c1
CC(Cl)Cl.COB(OC)OC>C1CCOC1.CC(C)NC(C)C.COB(OC)C(Cl)Cl.[Li]CCCC,COB(OC)C(C)(Cl)Cl
CC(C)(C)OC(N)=O.CSc1sc(C#N)cc1S(=O)(=O)c1cccc(N2CCCCC2)c1>C1CCOC1.[Li]CCCC,CSc1sc(C(=N)NC(=O)OC(C)(C)C)cc1S(=O)(=O)c1cccc(N2CCCCC2)c1
CC(=O)OC(C)=O.CC1(C)OCC(CO)O1>CN(C)c1ccncc1.ClCCl,CC(=O)OCC1COC(C)(C)O1
Cc1cnc(Cl)nc1N.Clc1nccc2ccccc12>C1COCCO1.O=C(C=Cc1ccccc1)C=Cc1ccccc1.O=C(C=Cc1ccccc1)C=Cc1ccccc1.O=C(C=Cc1ccccc1)C=Cc1ccccc1.O=C([O-])[O-].[Cs+].[Cs+].[Pd].[Pd],Cc1cnc(Cl)nc1-c1nccc2ccccc12
CCOC(=O)C#CC1CC1.COCOc1ccc(I)cc1.OB(O)c1ccccc1>CN(C)C=O.Cl[Pd]Cl.N#Cc1ccccc1.N#Cc1ccccc1.O=C([O-])[O-].[K+].[K+],CCOC(=O)C(=C(c1ccc(OCOC)cc1)C1CC1)c1ccccc1
COC(O)C(F)(F)F.Cc1cc(=O)c(O)c[nH]1>CC(=O)O.Cl.O.O=C([O-])[O-].O=C=O.[K+].[K+],Cc1cc(=O)c(O)c(C(O)C(F)(F)F)[nH]1
CCOC(=O)CC(=O)OCC.COc1cc2nc(Cl)nc(Cl)c2cc1OC>C1COCCO1.O.[H-].[Na+],CCOC(=O)C(C(=O)OCC)c1nc(Cl)nc2cc(OC)c(OC)cc12
CI.Cn1nnc(N(Cc2cc(C(F)(F)F)cc(C(F)(F)F)c2)Cc2cc(C(F)(F)F)ccc2C(O)C2CCCCC2)n1>C1CCOC1.O.[H-].[Na+],COC(c1ccc(C(F)(F)F)cc1CN(Cc1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1nnn(C)n1)C1CCCCC1
O=C1c2ccccc2C(=O)N1CCCCN(Cc1nc2c([nH]1)CCCC2)C1CCCc2cccnc21>CCO.NN.O,NCCCCN(Cc1nc2c([nH]1)CCCC2)C1CCCc2cccnc21
COc1ccc2c(c1)C(=CC#N)CCC2>CCO.CCO.N,COc1ccc2c(c1)C(=CCN)CCC2
COC(=O)C(Cc1ccc(-c2ccc(Oc3ccccc3)cc2)cc1)NC(=O)c1cc(Cl)ccc1N.COC(=O)CCCCC=O>CC(=O)O.CC(=O)O[BH-](OC(C)=O)OC(C)=O.[Na+],COC(=O)CCCCCNc1ccc(Cl)cc1C(=O)NC(Cc1ccc(-c2ccc(Oc3ccccc3)cc2)cc1)C(=O)OC
CC1(CCc2cc(O)n3nccc3n2)OCCO1>CC(=O)O.O,CC(=O)CCc1cc(O)n2nccc2n1
C=CC=O.O=Cc1cc(Oc2ccccc2)ccc1O>C1COCCO1.O.O=C([O-])[O-].[K+].[K+],O=CC1=Cc2cc(Oc3ccccc3)ccc2OC1
CCOC(=O)Cc1cccc(Cl)c1[N+](=O)[O-].Sc1ccccc1Cl>CN(C)C=O.O.O=C([O-])[O-].[K+].[K+],CCOC(=O)Cc1cccc(Sc2ccccc2Cl)c1[N+](=O)[O-]
NCc1ccc2c(c1)OCO2.O=C=Nc1ccc2c(c1)OCO2>c1ccccc1,O=C(NCc1ccc2c(c1)OCO2)Nc1ccc2c(c1)OCO2
COc1cc2c(Oc3cc4cnccc4nc3C)ccnc2cc1OCc1ccccc1>CS(=O)(=O)O.O=C(O)C(F)(F)F,COc1cc2c(Oc3cc4cnccc4nc3C)ccnc2cc1O
CC(=O)[O-].N#Cc1ccccc1-c1ccc(CBr)cc1>CC(=O)O.[Na+],N#Cc1ccccc1-c1ccc(CO)cc1
CS(=O)(=O)OCC1CC(SC(c2ccccc2)(c2ccccc2)c2ccccc2)CN1C(=O)OCc1ccc([N+](=O)[O-])cc1.Sc1ccccc1>C1CCOC1,O=C(OCc1ccc([N+](=O)[O-])cc1)N1CC(SC(c2ccccc2)(c2ccccc2)c2ccccc2)CC1CSc1ccccc1
COc1ccc(CNc2ccccc2)cc1.Clc1cc(Br)c2nccn2n1>C1CCOC1.CC(C)(C)[O-].[K+],COc1ccc(CN(c2ccccc2)c2cc(Cl)nn3ccnc23)cc1
C=CC(=O)OC(C)(C)C.COc1ccc(-c2c(-c3ccccc3)oc3ncnc(OC(C)C(C)O)c23)cc1>CCCC[N+](CCCC)(CCCC)CCCC.ClCCl.O=S(=O)([O-])O.[Na+].[OH-],COc1ccc(-c2c(-c3ccccc3)oc3ncnc(OC(C)C(C)OCCC(=O)OC(C)(C)C)c23)cc1
C=C(CCl)C(C(=O)OC(c1ccccc1)c1ccccc1)N1C(=O)C2N=C(COc3ccccc3)SC21.CC(C)=O>CO.ClCCl.O=[O+][O-],O=C(OC(c1ccccc1)c1ccccc1)C(=C(O)CCl)N1C(=O)C2N=C(COc3ccccc3)SC21
Cc1ccsc1-c1ccc(NC(=O)c2c(F)cccc2F)cc1.OB(O)c1cccnc1>C1CCOC1.CCO.Cc1ccccc1.Cl[Pd](Cl)([PH](c1ccccc1)(c1ccccc1)c1ccccc1)[PH](c1ccccc1)(c1ccccc1)c1ccccc1.O.O=C([O-])O.O=C1CCC(=O)N1Br.[Na+],Cc1cc(-c2cccnc2)sc1-c1ccc(NC(=O)c2c(F)cccc2F)cc1
CC(CO)NC(=O)c1cccc(C#CCCCC(=O)O)c1.CNC>Cl,CC(CO)NC(=O)c1cccc(C#CCCCC(=O)N(C)C)c1
ClP(Cl)(Cl)(Cl)Cl.O=C1c2ccccc2C(=O)N1CCCS(=O)(=O)[O-]>ClCCl.[K+],O=C1c2ccccc2C(=O)N1CCCS(=O)(=O)Cl
CC(C)N.CCOC(=O)c1cc(F)c(N2CCC(NC(=O)OC(C)(C)C)C2)cc1F>CS(C)=O,CCOC(=O)c1cc(F)c(N2CCC(NC(=O)OC(C)(C)C)C2)cc1NC(C)C
NO.O=Cc1ncn2c1C1CCCN1C(=O)c1ccccc1-2>Cl.O.O.O.O.O.O.O.O.O.O.O.O=C([O-])[O-].[Na+].[Na+],O=C1c2ccccc2-n2cnc(C=NO)c2C2CCCN12
C1CNCCN1.Nc1nc(Cl)c2c(n1)CCCS2>CO.Cl.c1ccccc1,Nc1nc2c(c(N3CCNCC3)n1)SCCC2
COc1cc(OC)c2c(CNC(=O)OC(C)(C)C)ncc(C(=O)O)c2c1.COc1ccc(CN)cc1>,COc1ccc(CNC(=O)c2cnc(CNC(=O)OC(C)(C)C)c3c(OC)cc(OC)cc23)cc1
CC(=O)OC1CSC(Br)C(OC(C)=O)C1OC(C)=O.N#Cc1ccc(O)cc1>CCO.ClCCl.O=C([O-])c1ncc[nH]1.[Ag+].[Cl-].[Cl-].[Zn+2],CC(=O)OC1CSC(Oc2ccc(C#N)cc2)C(OC(C)=O)C1OC(C)=O
COC(=O)c1cc(N)ccc1Cl.O=N[O-].O=S=O>CC(=O)O.Cl.[Na+],COC(=O)c1cc(S(N)(=O)=O)ccc1Cl
COc1cnc(N2CCOCC2)c2sc(N)nc12.O=C(O)c1ccccc1>C1CCOC1.CN(C)C(On1nnc2cccnc21)=[N+](C)C.CN1CCOCC1.F[P-](F)(F)(F)(F)F,COc1cnc(N2CCOCC2)c2sc(NC(=O)c3ccccc3)nc12
BrCCCc1ccccc1.COC(=O)C=C(C)[O-]>CN1CCCN(C)C1=O.O.[I-].[K+].[Na+],COC(=O)C(CCCc1ccccc1)C(C)=O
CC(C)Br.COC(=O)c1ccc(O)cc1Cl>CN(C)C=O.O=C([O-])[O-].[K+].[K+],COC(=O)c1ccc(OC(C)C)cc1Cl
C[Sn](C)(C)c1ccncc1.O=c1c(Oc2ccc(Br)cc2)c(-n2ccnc2)cnn1-c1ccc(Cl)cc1>CCN(C(C)C)C(C)C.CN(C)C=O,O=c1c(Oc2ccc(-c3ccncc3)cc2)c(-n2ccnc2)cnn1-c1ccc(Cl)cc1
CS(=O)(=O)O.O=C(O)c1ccc2cc(Br)ccc2n1>CO.O.O=C([O-])O.[Na+],COC(=O)c1ccc2cc(Br)ccc2n1
C=CCOc1cc([N+](=O)[O-])ccc1OC>CS(C)=O.[Na+].[OH-],C=CCOc1cc([N+](=O)[O-])ccc1O
CC(C)c1nc2c(s1)Nc1ccccc1N=C2N.Fc1cccc(CCC2CNCCN2)c1>,CC(C)c1nc2c(s1)Nc1ccccc1N=C2N1CCNC(CCc2cccc(F)c2)C1
CCOC(=O)c1cc(Cl)ccc1I.OB(O)c1ccc2ncccc2c1>COCCOC.O.O=C([O-])[O-].[K+].[K+].c1ccc(P(c2ccccc2)(c2ccccc2)[Pd](P(c2ccccc2)(c2ccccc2)c2ccccc2)(P(c2ccccc2)(c2ccccc2)c2ccccc2)P(c2ccccc2)(c2ccccc2)c2ccccc2)cc1,CCOC(=O)c1cc(Cl)ccc1-c1ccc2ncccc2c1
CC(=O)c1nn(C)c(-c2ccc(Cl)c(Cl)c2)c1O.COC(=O)c1ccc(NC(=S)NN)cc1[N+](=O)[O-]>CN(C)C=O.Cl.O,COC(=O)c1ccc(NC(=S)NN=C(C)c2nn(C)c(-c3ccc(Cl)c(Cl)c3)c2O)cc1[N+](=O)[O-]
CC(N=[N+]=[N-])c1ccc(NC(=S)Nc2ccc(NC(=O)c3ccco3)cc2)cc1Cl>CCOC(C)=O.CO.Cl[Sn]Cl.O.O,CC(N)c1ccc(NC(=S)Nc2ccc(NC(=O)c3ccco3)cc2)cc1Cl
N#CC1(c2ccccc2)CC1COCc1ccccc1.O>C1CCOC1.CC(C)C[Al+]CC(C)C.Cc1ccccc1.[H-],O=CC1(c2ccccc2)CC1COCc1ccccc1
Cc1nc2c(N)cc(N3CCOCC3)cc2n1Cc1cccc(Cl)c1Cl.F>O=C([O-])[O-].O=N[O-].[Na+].[Na+].[Na+].c1ccncc1,Cc1nc2c(F)cc(N3CCOCC3)cc2n1Cc1cccc(Cl)c1Cl
CC(C)(C)OC(=O)CC(O)C(C)(C)C#N>CO.Cc1ccccc1.[Na+].[OH-],CC(C)(C#N)C(O)CC(=O)O
COc1ccc(C(C#Cc2ccccc2)CC(=O)COC(C)=O)cc1OC1CCCC1>CO.O.[Na+].[OH-],COc1ccc(C(C#Cc2ccccc2)CC(=O)CO)cc1OC1CCCC1
O=C=NC1CCCCC1.c1ccc(-n2nc3c(c2NC2CCCCC2)CCCC3)cc1>,O=C(NC1CCCCC1)N(c1c2c(nn1-c1ccccc1)CCCC2)C1CCCCC1
Cn1c(CN2CC(C3CCOCC3)C2)nc2c(N3CCOCC3)nc(Cl)nc21.Nc1ccccc1N>CN(C)C=O.O=C(C=Cc1ccccc1)C=Cc1ccccc1.O=C(C=Cc1ccccc1)C=Cc1ccccc1.O=C(C=Cc1ccccc1)C=Cc1ccccc1.O=C([O-])[O-].[Cs+].[Cs+].[Pd].[Pd],Cn1c(CN2CC(C3CCOCC3)C2)nc2c(N3CCOCC3)nc(Nc3ccccc3N)nc21
O=[N+]([O-])c1cc(N2CCNCC2)ccc1S(=O)(=O)c1ccccc1>C1CCOC1.CC(C)(C)OC(=O)OC(=O)OC(C)(C)C.CCOC(C)=O.Cl.O.[Na+].[OH-],Nc1cc(N2CCNCC2)ccc1S(=O)(=O)c1ccccc1
C#CC(=O)OCC.O=Cc1ccc(OCCCCc2ccccc2)c(NC(=O)c2ccccc2)c1[N+](=O)[O-]>C1CCOC1.CC(=O)O.CC(C)NC(C)C.[Li]CCCC,CCOC(=O)C#CC(O)c1ccc(OCCCCc2ccccc2)c(NC(=O)c2ccccc2)c1[N+](=O)[O-]
Nc1ccc(OCCN2CCOCC2)c2ccccc12.O=C(O)c1cc(F)cc(OC2CCCCC2)c1>CCN(C(C)C)C(C)C.CN(C)C(On1nnc2ccccc21)=[N+](C)C.CN(C)C=O.ClCCl.F[P-](F)(F)(F)(F)F,O=C(Nc1ccc(OCCN2CCOCC2)c2ccccc12)c1cc(F)cc(OC2CCCCC2)c1
CCNCC.CCOC(=O)c1c(CCl)nc2ccc(Cl)cc2c1-c1ccccc1>,CCOC(=O)c1c(CN(CC)CC)nc2ccc(Cl)cc2c1-c1ccccc1
